セルマホ,cmavo,種類,タグ,機能語,キーワード,原文,rafsi,rafsi2,語法,文法,使用例,語源,ロジバンたんのメモ,覚え方
UI*1,uonai,複合cmavo,,不完全 （ uo 完全 - uonai 不完全）,,attitudinal: completion - incompleteness.,,,心態詞； それが不完全／不十分／未了であると感じる気持 「.uo nai do tu na ru'e darxi／おしい、もう少しであれを打つところだった」 ・読み方： ウォナイ ・関連語： {fliba},,,,,
UI*1,u'onai,複合cmavo,,臆病 （ u'o 勇気 - u'ocu'i 内気 - u'onai 臆病）,,attitudinal: courage - timidity - cowardice.,,,心態詞； それに臆してまったく手が出せない気持 「.u'onai mi na baupli fi lo spebi'o ritli／結婚式のスピーチなんてできないよ」「.u'o nai mi na nerkla ta／怖いからそこには入らない」  ・読み方： ウホナイ ・関連語： {tolvri},,,,,
UI*1,u'ucu'i,複合cmavo,,潔白 （ u'u 後悔 - u'ucu'i 潔白 - u'unai 悪意）,,attitudinal: repentance - lack of regret - innocence.,,,心態詞； 既成のそれについて、自分は潔白だと思う気持 「私のせいではない」「.u'u cu'i mi zukte no da／無実だ、私は何もしていない」 ・読み方： ウフシュヒ  ・関連語： {nalselra'u},,,,,
UI*1,uunai,複合cmavo,,酷虐 （ uu 哀憫 - uunai 酷虐）,,attitudinal: pity - cruelty.,,,心態詞； 苦境にあるそれを憐れまずに酷く当たって虐げる気持「ざまあみろ」「.uu nai mi ba ponse lo do pruxi／うひひ、お前の魂は私のものだ」  ・読み方： ウゥナイ ・関連語： {kusru},,,,,
UI*1,u'unai,複合cmavo,,悪意 （ u'u 後悔 - u'ucu'i 潔白 - u'unai 悪意）,,attitudinal: repentance - lack of regret - innocence.,,,心態詞； 既成のそれが悪意からであり、後ろめたさや罪悪感をまったく覚えない気持 「だからどうした」「.u'u nai mi pu zi stapa le do jamfu .i do ba zukte ma／今お前の足を踏んでやったぞ、さあどうする」 ・読み方： ウフナイ  ・関連語： {talsa},,,,,
UI*2,ba'acu'i,複合cmavo,,経験 （ ba'a 予期 - ba'acu'i 経験 - ba'anai 回想）,,evidential: I expect - I experience - I remember.,,,心態詞；「ba'a cu'i ca gi pensi gi nu'o co'u se marce／あるある、考え事してて、降りるはずの駅で降り損なうの」 ・読み方： バハシュヒ,,,,,
UI*2,ba'anai,複合cmavo,,回想 （ ba'a 予期 - ba'acu'i 経験 - ba'anai 回想）,,evidential: I expect - I experience - I remember.,,,心態詞；「.ua ba'anai／あっ、思い出した」「ba'anai ba'o xaksu lo silna／そういえば、塩を切らしてたな」 ・読み方： バハナイ,,,,,
UI*2,ca'edai,複合cmavo,,"discursive / expression: ""If you say so""",,"discursive / expression: ""If you say so""",,,"See {ca'e}, {dai}, {vi'o}",,,,,
UI*2,ju'acu'i,複合cmavo,,"evidential: I say without asserting; ""supposedly… / allegedly…""",,"evidential: I say without asserting; ""supposedly… / allegedly…""",,,"Used to describe something as others describe it or as convenient, but without asserting that the description is accurate or correct. Something like English ""so-called"", but without necessarily implying sarcasm ({xo'o}). See {ju'a}, {iacu'i}",,,,,
UI*2,ju'anai,複合cmavo,,"evidential: I say without asserting; ""supposedly… / allegedly…""",,"evidential: I say without asserting; ""supposedly… / allegedly…""",,,"Used to describe something as others describe it or as convenient, but without asserting that the description is accurate or correct. Something like English ""so-called"", but without necessarily implying sarcasm ({xo'o}). See {ju'a}, {iacu'i}",,,,,
UI*2,ju'oinai,複合cmavo,,evidential: I don't know that...,,evidential: I don't know that...,,,"May be used to say you don't know the answer to a question asked to you, or an indirect question ({kau}) you had tagged. See {ju'oi}, {djuno}, {ju'o}",,,,,
UI*2,moi'icu'i,複合cmavo,,evidential: if I remember correctly...,,evidential: if I remember correctly...,,,"Used to indicate uncertainty of memory. See {moi'i}, {ju'ocu'i}",,,,,
UI*2,sei'inai,複合cmavo,,evidential: avoiding stereotypes...,,evidential: avoiding stereotypes...,,,"See {sei'i}, {lemkai}, {kesri}, {le'e}",,,,,
UI*2,su'anai,複合cmavo,,特殊化 （ su'a 一般化 - su'anai 特殊化）,,evidential: I generalize - I particularize; discursive: abstractly - concretely.,,,心態詞（認識系）； ・読み方： スハナイ,,,,,
UI*3,ba'ucu'i,複合cmavo,,的確 （ ba'u 誇張 - ba'ucu'i 的確 - ba'unai 控えめ）,,discursive: exaggeration - accuracy - understatement.,,,心態詞「lo finpe zo'u ba'ucu'i lo ka clani pu me lo birka si'e ／魚はちょうど腕の長さほどあった。」 ・読み方： バフシュヒ ・関連語： {satci},,,,,
UI*3,ba'unai,複合cmavo,,控えめ （ ba'u 誇張 - ba'ucu'i 的確 - ba'unai 控えめ）,,discursive: exaggeration - accuracy - understatement.,,,心態詞「ba'unai ku'i du munonoki'oki'o rupnu to'e prali／控えめに言っても5億円の損失です」 ・読み方： バフナイ ・関連語： {toldu'e},,,,,
UI*3,da'inai,複合cmavo,,現実 （ da'i 非現実 - da'inai 現実）,,discursive: supposing - in fact.,,,心態詞（談話系）； 「実際～」「本当に～」「da'inai fatci nanba .i e'u ko citka／本物のパンです。どうぞ召し上がれ。」「le si'o sidju cu cinri mi .i ku'i da'inai du'eda cuntu mi／援助には興味あるけど、実際にはやることが多すぎてね」 ・読み方： ダヒナイ ・関連語： {fatci}; {da'i},,,,,
UI*3,do'anai,複合cmavo,,狭義 （ do'a 広義 - do'anai 狭義）,,discursive: generously - parsimoniously.,,,心態詞（談話系）； 「けちな言い方をすれば」「狭い意味では」「少なくとも」「ti claxu lo jabre gi'e do'anai na relxilma'e／これ、ブレーキが無いぞ、こんなの自転車とは言えない」 「i ku'i so'e skami pilno cu milxe do'anai ke glico se bangu／コンピュータ・ユーザのほとんどは、少なくとも多少の英語ができる」 ・読み方： ドハナイ,,,,,
UI*3,je'unai,複合cmavo,,虚偽 （ je'u 真実 - je'unai 虚偽）,,discursive: truth - falsity.,,,心態詞（談話系）「mi terpa lo cidjrmanju .i ca terpa lo glare tcati je'unai／まんじゅう怖い。今は濃いお茶が怖い（嘘）。」 いわゆる（真実はそうではない）「le je'unai palci cu xanri le menli poi na jimpe le manku sevzi／いわゆる悪というのは、暗黒の自己を理解できない心が見る幻だ」 ・読み方： ジェフナイ ・関連語： {jitfa}; {da'i},,,,,
UI*3,ke'unai,複合cmavo,,展開 （ ke'u 反復 - ke'unai 展開）,,discursive: repeating - continuing.,,,心態詞（談話系）； 以前に言ったことを再び持ち出さずに話をそのまま展開させ続ける 「ti'e do pu cpare la noi cmana kilimanjar --- .i ke'unai mi pukfri lo jvinu be la noi lalxu viktori'as／キリマンジャロ山に登ったんだってね。 --- そしてヴィクトリア湖を観光したよ。」 ・読み方： ケフナイ,,,,,
UI*3,la'anai,複合cmavo,,蓋然性に欠ける； ありそうもない （ la'a ありそう - la'anai ありそうもない）,,discursive: probability - improbability.,,,心態詞（談話系）； 事物が真でありそうもない「la'anai do se xebni／あなたが嫌われているはずがない。」 「i ku'i la'a nai su'o da cizra ro de ro di／しかし、全ての人にとってあらゆる点で奇妙なものなど、存在しそうもない」 ・読み方： ルァハナイ,,,,,
UI*3,li'anai,複合cmavo,,それとなく （ li'a 明らかに - li'anai それとなく）,,discursive: clearly - obscurely.,,,心態詞（談話系）；「koltarla panci li'o pa'a lo nu badri ku pa'a lo nu sumne ku vau li'anai／コルタアの香の（中略）愁ひつつ、にほひつつ、そこはかとなく」（北原白秋『東京景物詩』） 「li'anai go'i je'e／うーん、なんとなくわかった」 ・読み方： ルィハナイ,,,,,
UI*3,mu'acu'i,複合cmavo,,例を挙げるまでもなく （ mu'a 例えば - mu'acu'i 例を挙げるまでもなく - mu'anai 例示終わり）,,discursive: for example - omitting - end examples.,,,心態詞（談話系）；「mu'acu'i lo'i to'e sarcu be sepa'u lo'i se gunka cu barda／どれとは言わないが、無駄な作業が多い。」 ・読み方： ムハシュヒ,,,,,
UI*3,mu'anai,複合cmavo,,例示終わり （ mu'a 例えば - mu'acu'i 例を挙げるまでもなく - mu'anai 例示終わり）,,discursive: for example - omitting - end examples.,,,心態詞（談話系）；「lo flira .e lo birka .e mu'anai so'i da pu se tunta lo blusfani／顔とか腕とか、とにかくあちこち蚊に刺された。」 ・読み方： ムハナイ,,,,,
UI*3,pa'enai,複合cmavo,,偏見 （ pa'e 公平 - pa'enai 偏見）,,discursive: justice - prejudice.,,,心態詞（談話系）；「pa'enai pixra fi lo verba gi'e na condi／所詮、子供の絵だ、深みはない。」「pa'enai do pa moi ro da lo ka melbi／誰が何と言おうと、あなたが一番可愛い。」 ・読み方： パヘナイ,,,,,
UI*3,paunai,複合cmavo,,修辞的疑問 （ pau ？マーク - paunai 修辞的疑問）,,discursive: unreal/rhetorical question follows.,,,心態詞（談話系）； 本当に疑問に思っているのではなく、話の流れのために修辞的な疑問表現を使っていることを表す「ta mo paunai ／あれは何やってるんだか、やれやれ。」 ・読み方： パウナイ,,,,,
UI*3,ra'ucu'i,複合cmavo,,同様に （ ra'u 特に - ra'ucu'i 同様に - ra'unai ついでながら）,,discursive: chiefly - equally - incidentally.,,,心態詞（談話系）；「ti ra'ucu'i kukte／これも同様においしい」 ・読み方： ラフシュヒ,,,,,
UI*3,ra'unai,複合cmavo,,ついでながら （ ra'u 特に - ra'ucu'i 同様に - ra'unai ついでながら）,,discursive: chiefly - equally - incidentally.,,,心態詞（談話系）；「ti ra'unai kukte／ついでに言うとこれもおいしい」 ・読み方： ラフナイ,,,,,
UI*3,sa'enai,複合cmavo,,非精確 （ sa'e 精確 - sa'enai 不精確）,,discursive: precisely speaking - loosely speaking.,,,心態詞（談話系）；「だいたいの寸法で言うと」「za'a ti karce panono sa'enai remna／この車には100人くらい乗っているようだ」 ・読み方： サヘナイ,,,,,
UI*3,sa'unai,複合cmavo,,厳密 （ sa'u 簡潔 - sa'unai 厳密）,,discursive: simply - elaborating.,,,心態詞（談話系）；「厳密に言うと」「sa'unai tu'e do puzuki stidi lo nu mi te vecnu lo mi kosta .i do nupre lo nu do ba pleji lo ve bancu be reno rupnu .i baza la'e di'u mi te vecnu lo kosta fo rerepi'emuno rupnu .i  ku'i ki'u lo nu do na zvati ku repi'emuno rupnu ji'a poi do .ei pleji ke'a ku'o se pleji mi .i se ki'u bo do .ei repi'emuno rupnu mi ki dunda tu'u／詳しく言うと、あなたはずっと前、私に上着を買うように勧め、20円を越える分はあなたが支払ってくれると言った。その後、私は22円50銭の上着を買ったが、あなたがいなかったので、あなたが払うべき2円50銭を私が立て替えた。従って、あなたは私に2円50銭を返さなければならない」（内田百閒『贋作我輩は猫である』より要約） ・読み方： サフナイ,,,,,
UI*3,si'anai,複合cmavo,,うってかわって,,,,,,,,,,
UI*3,ta'onai,複合cmavo,,回帰 （ ta'o 逸脱 - ta'onai 回帰）,,discursive: by the way - returning to main point.,,,心態詞（談話系）；「本題に戻りますが」「ta'onai lo la .lojban. gerna poi se favytcini li papino pu'i se finti de'i li pasosoze pi'e pi'e／閑話休題、ロジバン文法ver.1.0は1997年に完成した」 ・読み方： タホナイ,,,,,
UI*3,to'unai,複合cmavo,,全容 （ to'u 手短 - to'unai 全容）,,discursive: in brief - in detail.,,,心態詞（談話系）； 事柄の全容を話す「to'unai mi cpedu lo nu do vecnu lo cidjrspageti be fi'o se jukpa lo tamca mi kei do／略さずに言えば、私はトマトを使ったスパゲティ料理をあなたに注文します」 ・読み方： トフナイ,,,,,
UI*3,va'inai,複合cmavo,,言葉通り （va'i 換言 - va'inai 言葉通り）,,discursive: in other words - in the same words.,,,心態詞（談話系）； 表現が同じであることを表す。 表される事物が同じであることを表す {mi'u} （BPFK の新しい意味）との違いに注意。「お言葉を返すようですが」「do raktu mi - .i va'inai go'i ra'o／おまえは厄介者だ。 ― お言葉を返すようですが、それはあなたの方です。」「le'o ko na rivli'a mi - .i va'inai go'i ra'o／やい、俺様から逃げるなよ。― それはこっちのセリフだ。」 「ti noi ka melbi cu krinu lo nu noda ve skicu - .i va'inai／この美しさには言葉を失う―まさしく」 「la gleki cu gleki va'inai ／喜さんが文字通り喜んでいる」 ・読み方： ヴァヒナイ,,,,,
UI*3,zu'unai,複合cmavo,,もう一方で （ zu'u 一方で - zu'unai もう一方で）,,discursive: on the one hand - on the other hand.,,,心態詞（談話系）「zu'unai sei carvi citsi lo djacu cu dukse／もう一方で、雨期には水が過剰」 ・読み方： ズフナイ,,,,,
UI*3a,bi'unai,複合cmavo,,古情報 （ bi'u 新情報 - bi'unai 古情報）,,discursive: newly introduced information - previously introduced information.,,,心態詞「あの件についてですが」「bi'unai ko sorcu benji pleji lo binra jdini ti／さきほどの件ですが、賠償金はこちらに振り込んでください。（振り込め詐欺）」 ・読み方： ビフナイ ・関連語： {slabu} {datni},,,,,
UI*3a,ta'unai,複合cmavo,,tanru 造成 （ ta'u tanru 展開 - ta'unai tanru 造成）,,discursive: making a tanru - expanding the tanru.,,,心態詞（談話系）； 関係節などを使った長い表現からtanru を造っていることを表す「cinza be fi lo ba'o se lumci .i ta'unai lumci cinza／洗われたものを挟むもの、つまり、洗濯バサミ」 ・読み方： タフナイ,,,,,
UI*3b,ji'asai,複合cmavo,,さえも,,even,,,心態詞（談話系） 「lo smani ji'a sai cu farlu fi lo tricu／猿も木から落ちる」 「lo xagji cribe cu citka lo cinki ku ji'a sai／飢えた熊は虫さえも食べる」 ・関連語： {ji'a} {sai},,,,,
UI*3b,ku'inai,複合cmavo,,だから／つまり／だって,,discursive: in accordance with it; as expected,,,心態詞（談話系）； {ku'i} の反対。 期待通りの接続を表す。 「lo mensi pu cpapro lo nu spebi'o .i ku'inai lo si'o tolspe cu marde my.／妹は結婚の申し出を断った。独身主義者だから。」 ・読み方： クヒナイ ・関連語： {sarxe},,,,,
UI*3b,mi'unai,複合cmavo,,異なって（ mi'u 同様に - mi'unai 異なって）,,,,,心態詞（談話系）； 異なる；先に述べた事物とは別の事物を指すことを表す （BPFK による新しい意味） 「mi pu lebna lo cukta la .djan. gi'e dunda cy. mi'unai la .djein.／私はジャンの本を取って、別の本をジェインにあげた」 ・読み方： ミフ ・関連語： {drata},,,,,
UI*4,re'enai,複合cmavo,,冒涜 （ re'e 崇拝 - re'enai 冒涜）,,emotion category/modifier: spiritual/worship - sacrilege.,,,心態詞（修飾系・カテゴリ）； ・読み方： レヘナイ,,,,,
UI*4,ro'anai,複合cmavo,,反社会的 （ ro'a 社交 - ro'anai 反社会的）,,emotion category/modifier: social - antisocial.,,,心態詞（修飾系・カテゴリ）； ・読み方： ロハナイ,,,,,
UI*4,ro'enai,複合cmavo,,非精神的 （ ro'e 知的／精神的 - ro'enai 非精神的）,,emotion category/modifier: mental - mindless.,,,心態詞（修飾系・カテゴリ）； ・読み方： ロヘナイ,,,,,
UI*4,ro'inai,複合cmavo,,無情 （ ro'i 感情 - ro'inai 無情）,,emotion category/modifier: emotional - denying emotion.,,,心態詞（修飾系・カテゴリ）； ・読み方： ロヒナイ,,,,,
UI*4,ro'onai,複合cmavo,,非身体的 （ ro'o 身体的 - ro'onai 非身体的）,,emotion category/modifier: physical - denying physical.,,,心態詞（修飾系・カテゴリ）； ・読み方： ロホナイ,,,,,
UI*4,ro'unai,複合cmavo,,禁欲的 （ ro'u 性的 - ro'unai 禁欲的）,,emotion category/modifier: sexual - sexual abstinence.,,,心態詞（修飾系・カテゴリ）； ・読み方： ロフナイ,,,,,
UI*5,be'ucu'i,複合cmavo,,有 （ be'u 欠如 - be'ucu'i 有 - be'unai 充溢）,,attitudinal modifier: lack/need - presence/satisfaction - satiation.,,,心態詞（修飾系）何らかの感情が有る。 ・読み方： ベフシュヒ,,,,,
UI*5,be'unai,複合cmavo,,充溢 （ be'u 欠如 - be'ucu'i 有 - be'unai 充溢）,,attitudinal modifier: lack/need - presence/satisfaction - satiation.,,,心態詞（修飾系）感情に溢れている。 ・読み方： ベフナイ,,,,,
UI*5,fu'inai,複合cmavo,,困難 （ fu'i 簡単 - fu'inai 困難）,,attitudinal modifier: easy - difficult.,,,心態詞（修飾系）； ・読み方： フヒナイ,,,,,
UI*5,ga'icu'i,複合cmavo,,タメ （ ga'i 上位 - ga'icu'i タメ - ga'inai 下位）,,attitudinal modifier/honorific: hauteur - equal rank - meekness; used with one of equal rank.,,,心態詞（修飾系） ・読み方： ガヒシュヒ,,,,,
UI*5,ga'inai,複合cmavo,,下位 （ ga'i 上位 - ga'icu'i タメ - ga'inai 下位）,,attitudinal modifier/honorific: hauteur - equal rank - meekness; used with one of higher rank.,,,心態詞（修飾系）「従順」 ・読み方： ガヒナイ,,,,,
UI*5,ji'einai,複合cmavo,,無生（ji'ei 有生 - ji'einai 無生）,,animate - inanimate,,,"心態詞；それが生を有していないように感じていることを表す。 照応や指示表現において、特にそれが無機物（それ／it）であることを明示したいときに使う。 「raji'einai／それ」　・関連：{ji'ei}, {jmive}, {nai}",,,,,
UI*5,ju'ocai,複合cmavo,,attitudinal modifier: intense certainty.,,attitudinal modifier: intense certainty.,,,,,,,,
UI*5,ju'ocu'i,複合cmavo,,不確信 （ ju'o 確信 - ju'ocu'i 不確信 - ju'onai 不可能）,,attitudinal modifier: certainty - uncertainty - impossibility.,,,心態詞（修飾系）； それについて定かなところはわからない／確信できない「ju'ocu'i mi ga ca'o litru ginai ka'e te pemrxaiku／私は旅に出てゐなければ句は出来ないのかも知れない」（山頭火『行乞記（二）』） ・読み方： ジュホシュヒ,,,,,
UI*5,ju'onai,複合cmavo,,不可能 （ ju'o 確信 - ju'ocu'i 不確信 - ju'onai 不可能）,,attitudinal modifier: certainty - uncertainty - impossibility.,,,心態詞（修飾系）； それについて不可能であると確信する 「ありえない」 ・読み方： ジュホナイ,,,,,
UI*5,la'acu'i,複合cmavo,,discursive: probability - possibility - improbability.,,discursive: probability - possibility - improbability.,,,,,,,,
UI*5,le'ocu'i,複合cmavo,,無抵抗 （ le'o 攻勢 - le'ocu'i 無抵抗 - le'onai 守勢）,,attitudinal modifier: aggressive - passive - defensive.,,,心態詞（修飾系）； ・読み方： ルェホシュヒ,,,,,
UI*5,le'onai,複合cmavo,,守勢 （ le'o 攻勢 - le'ocu'i 無抵抗 - le'onai 守勢）,,attitudinal modifier: aggressive - passive - defensive.,,,心態詞（修飾系）； ・読み方： ルェホナイ,,,,,
UI*5,ri'enai,複合cmavo,,心態抑制 （ ri'e 心態解放 - ri'enai 心態抑制）,,attitudinal modifier: release of emotion - emotion restraint.,,,心態詞（修飾系）； 自らの心情や態度を隠す／抑える ・読み方： リヘナイ,,,,,
UI*5,se'anai,複合cmavo,,依存 （ se'a 自己充足 - se'anai 依存）,,attitudinal modifier: self-sufficiency - dependency.,,,心態詞（修飾系）； 自分以外のものに頼らずにはやっていけないという気持 ・読み方： セハナイ,,,,,
UI*5,se'inai,複合cmavo,,他人本位 （ se'i 自己本位 - se'inai 他人本位）,,attitudinal modifier: self-oriented - other-oriented.,,,心態詞（修飾系）； ・読み方： セヒナイ,,,,,
UI*5,vu'enai,複合cmavo,,罪／穢れ （ vu'e 徳／誉れ - vu'enai 罪／穢れ）,,attitudinal modifier: virtue - sin.,,,心態詞（修飾系）； ・読み方： ヴヘナイ,,,,,
UI*5,xo'onai,複合cmavo,,attitudinal modifier: sarcastically - sincerely/honestly,,attitudinal modifier: sarcastically - sincerely/honestly,,,See {stace}.,,,,,
UI*5,zo'ocu'i,複合cmavo,,attitudinal modifier: humorously - dully - seriously.,,attitudinal modifier: humorously - dully - seriously.,,,,,,,,
UI*5,zo'onai,複合cmavo,,厳粛（ zo'o 冗談 - zo'onai 厳粛）,,attitudinal modifier: humorously - dully - seriously.,,,心態詞（修飾系） ・読み方： ゾホナイ,,,,,
UI*6,ju'opei,複合cmavo,,attitudinal: certainty question.,,attitudinal: certainty question.,,,,,,,,
UI*6,ki'anai,複合cmavo,,逐語的理解 （ ki'a 逐語的困惑 - ki'anai 逐語的理解）,,non-question: understanding of something said.,,,心態詞； 語句が何を意味しているのかを理解している ・読み方： キハナイ,,,,,
UI*6,xunai,複合cmavo,,discursive: false-true question.,,discursive: false-true question.,,,"Example: {xunai} {do} {djuno} - 'Don't you know?'. Only negates the question rhetorically, and not the expected answer; {go'i}/{ja'a}/{je'u} still means ""Yes, I know"".",,,,,
UI*7,bu'ocu'i,複合cmavo,,まだ感じて （ bu'o 感じ始め - bu'ocu'i まだ感じて - bu'onai もう感じず）,,attitudinal contour: start emotion - continue emotion - end emotion.,,,修飾系； 心情や態度をまだ感覚している ・読み方： ブホシュヒ,,,,,
UI*7,bu'onai,複合cmavo,,もう感じず （ bu'o 感じ始め - bu'ocu'i まだ感じて - bu'onai もう感じず）,,attitudinal contour: start emotion - continue emotion - end emotion.,,,修飾系； 心情や態度をもう感覚していない ・読み方： ブホナイ,,,,,
UI1,a'a,標準,,謹聴／注目 （a'a 謹聴／注目 - a'acu'i 無頓着／無愛想 - a'anai 忌避）,,attitudinal: attentive - inattentive - avoiding.,,,"心態詞； 丁寧に扱う／対応する気持； 警戒を表す a'e や用心を表す o'i と異なる「.a'a do .io na citka lo rectu／肉は召し上がらないのですね」「.a'a .i ko di'a co'e .i ba ku ma fasnu／なるほど、それで、その後どうなったの？」 ・読み方： アハ  ・関連語： {jundi}, {re'i}",,,,,
UI1,a'au,非標準,,感動／詠嘆 (a'au 感動 - a'aunai 無感動),,attitudal: moved deeply - unimpressive,,,それについて深く感動する気持ち（悲嘆なども含む）。単純な感情では説明できない複雑な感動を表現する。,,,,,
UI1,a'e,標準,,警戒／注意 （ a'e 警戒／注意 - a'enai 消耗）,,attitudinal: alertness - exhaustion.,,,"心態詞； 物事にたいして警戒する／感覚を鋭敏にする気持「.a'e ba vlile tcima／嵐の恐れがある」「.a'e le cabdei ba xamgu djedi／今日はいい日になりそうだ」 ・読み方： アヘ  ・関連語： {sanji}, {cikna}",,,,,
UI1,a'ei,非標準,,attitudinal: appeal/call/invocation/summoning,,attitudinal: appeal/call/invocation/summoning,,,Compare {e'u} - 'suggestion',,,,,
UI1,ai,標準,,志向 （ ai 志向 - aicu'i 不断 - ainai 無為）,,attitudinal: intent - indecision - rejection/refusal.,,,"心態詞； それを行為する、それにたいして働きかけるつもりがある気持「mi ai gasnu／私がやりましょう」「klama tu ai pei／あそこに行くつもりですか？」「.ai le mi cukta do sidju gi'e pacnygau／私の本であなたを助け、あなたが希望を持てるようにするつもりだ」 ・読み方： アイ  ・関連語： {zukte}, {platu}",,,,,
UI1,a'i,標準,,努力 （ a'i 努力 - a'icu'i 余裕 - a'inai 休息）,,attitudinal: effort - no special effort - repose.,,,"心態詞； 努める、頑張る気持「.a'i limna koi lo dukti zbani／なんとか対岸まで泳ぐ」「le lenku dilnu cu sutkla a'idai／寒い雲がいそぐ」（山頭火『行乞記（二）』）「.a'i mi ze'a ba ralte／このまま頑張る」「.a'i mi ba gasnu lo nu do cikna binxo／お前を起こすのは一苦労だ」 ・読み方： アヒ  ・関連語： {gunka}, {slunandu}, {troci}, {selprogunka}, {fu'i} {nai}",,,,,
UI1,a'o,標準,,希望 （ a'o 希望 - a'onai 絶望）,,attitudinal: hope - despair.,,,心態詞； それについて望みをかける気持「.a'o do nelci le se dunda／あなたがそのプレゼントを気に入ってくれるといいな」 ・読み方： アホ  ・関連語： {pacna},,,,,
UI1,au,標準,,欲求 （ au 欲求 - aucu'i 無欲求 - aunai 抵抗）,,attitudinal: desire - indifference - reluctance.,,,心態詞； それを欲し求める気持「.au mi binxo lo cakcurnu／私は貝になりたい」「.au lo tricu cu krati lo ro se genja gi'e sfasa lo kusru be gy／樹木は根のあるものたちを代表して、ひどいことをする奴を罰してほしい」 ・読み方： アウ  ・関連語： {djica},,,,,
UI1,a'u,標準,,関心 （ a'u 関心 - a'ucu'i 無関心 - a'unai 反感）,,attitudinal: interest - disinterest - repulsion.,,,"心態詞； それに好奇心を覚えて惹きつけられる気持「a'u ta mo／わぁ、なぁにそれ？」「.a'u ma ba'o se lifri do／どんなことがあったの？」 ・読み方： アフ  ・関連語： {selci'i}, {kurji}",,,,,
UI1,au'u,非標準,,attitudinal: cute (attractive in an innocent way) - lack of cuteness - repulsively uncute,,attitudinal: cute (attractive in an innocent way) - lack of cuteness - repulsively uncute,,,"See {citmle}, {dibmle}",,,,,
UI1,ci'au'u'au'i,非標準,,attitudinal: pride about having just invented a new attitudinal - shame about having just invented a new attitudinal,,attitudinal: pride about having just invented a new attitudinal - shame about having just invented a new attitudinal,,,,,,,,
UI1,e'a,標準,,許可 （ e'a 許可 - e'anai 禁止）,,attitudinal: granting permission - prohibiting.,,,心態詞； それをしてもいい、そうであってもいいということを権威者として表す気持「.e'a do ze'a pa nanca ba xabju lo vi gugde／この国に1年間滞在することを許可する」「.e'a do tsebi'o／お座りになっても構いませんよ」 ・読み方： エハ  ・関連語： {curmi},,,,,
UI1,e'e,標準,,奨励 （ e'e 奨励 - e'enai 阻止）,,attitudinal: competence - incompetence/inability.,,,心態詞； 励ます／挑発する気持 「do .e'e tigni lo ralju prenu／きみは主役にピッタリだ」「.e'e mi te jinga xu kau／私に勝てるかな」「.e'e ko jarco lo se kakne be do／お前の能力を見せつけてやれ！」「.e'e mi do bajra jivna fe'e co'u le karce／さあこい！車のところまで競走だ！」 ・読み方： エヘ  ・関連語： {talsa},,,,,
UI1,ei,標準,,義務 （ ei 義務 - einai 自由）,,attitudinal: obligation - freedom.,,,心態詞； それが義務である／当然であると見なす気持 「jisri'a ei／掃除しなくちゃだめでしょ」「lo datplinypre cu ei zasti／異星人は存在するにちがいない」「.ei lo verba gau cpacu lo nu ctuca／こどもに教育を受けさせる義務がある」「.ei mi cliva co'o／もう行かないと。バイバイ」「.ei le jatna cu ckeji／ボスは恥ずべきだな」「.ei do djuno／あなたは知っているはずだ／べきだ」 ・読み方： エイ  ・関連語： {bilga},,,,,
UI1,e'i,標準,,制約 （ e'i 制約 - e'inai 放任）,,attitudinal: feeling constraint - independence - challenge/resistance against constraint.,,,"心態詞； それについて制約を与える／求める／義務を負わせる気持 「lo nu ko cadzu cu rinju lo pelxu dasri .e'i／黄色い線の内側をお歩きください」「.e'i ko ta mi dunda／それをこっちによこせ」 ・読み方： エヒ  ・関連語： {minde}, {ri'urgau}",,,,,
UI1,ei'e,非標準,,irrealis attitudinal: competence (ja'ai) - incompetence (nai),,irrealis attitudinal: competence (ja'ai) - incompetence (nai),,,Meaning identical to the old meaning of {e'e},,,,,
UI1,ei'i,非標準,,irrealis attitudinal: constraint (ja'ai) - independence (cu'i) - resistance against constraint (nai),,irrealis attitudinal: constraint (ja'ai) - independence (cu'i) - resistance against constraint (nai),,,Meaning identical to the old meaning of {e'i},,,,,
UI1,e'o,標準,,要請 （ e'o 要請 - e'onai 提供）,,attitudinal: request - negative request.,,,"心態詞； それをしてほしいという気持「してください」「おねがいします」「.e'o [do] vimku'a jinsa ralte／トイレをきれいに」「.e'o do dunda le silna mi／塩をいただけるかしら」「.e'o na ku ca'o lo nu zgike cu ze'o zo'i klama／演奏中に出入りしないでください」 ・読み方： エホ  ・関連語： {cpedu}, {pe'u}",,,,,
UI1,e'u,標準,,提案 （ e'u 提案 - e'ucu'i 放棄 - e'unai 警告）,,attitudinal: suggestion - abandon suggest - warning.,,,心態詞； 行為や概念を勧める気持「どうぞこれを」「これなどどうでしょう」「.e'u mi'o salci／お祝いしよう」 ・読み方： エフ  ・関連語： {stidi},,,,,
UI1,ia,標準,,信念 （ ia 信念 - iacu'i 懐疑 - ianai 不信）,,attitudinal: belief - skepticism - disbelief.,,,"心態詞； 事実的根拠が十分でない状態でそれを認める気持「.ia lo cevni cu zasti／神は存在する！」 ・読み方： ヤ ・関連語： {krici}, {birti}, {jinvi}",,,,,
